json,text,label,Prompt
"{'departure_city': 'Комсомолец', 'arrival_city': 'Добруш', 'departure_date': '', 'return_date': '02-02-2023'}"," Я хочу купить билет в Комсомольце и улететь в Добруш 02-02-2023. Пожалуйста, дайте мне цену и возможные рейсы.",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в Комсомольце и улететь в Добруш 02-02-2023. Пожалуйста, дайте мне цену и возможные рейсы.
Ответ: {'departure_city': 'Комсомолец', 'arrival_city': 'Добруш', 'departure_date': '', 'return_date': '02-02-2023'}"
"{'departure_city': 'Питерка', 'arrival_city': 'Ясный', 'departure_date': '23-09-2023', 'return_date': '07-10-2023'}"," Я хочу купить билет в Питерке в Ясный. Дата отправления: 23-09-2023, дата возвращения: 07-10-2023. Пожалуйста, подскажите, какие рейсы есть в эти дни.",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в Питерке в Ясный. Дата отправления: 23-09-2023, дата возвращения: 07-10-2023. Пожалуйста, подскажите, какие рейсы есть в эти дни.
Ответ: {'departure_city': 'Питерка', 'arrival_city': 'Ясный', 'departure_date': '23-09-2023', 'return_date': '07-10-2023'}"
"{'departure_city': 'Сан-Жоау-да-Боа-Виста', 'arrival_city': 'Сату-Маре', 'departure_date': '21-08-2023', 'return_date': '08-09-2023'}"," Я хочу купить билет в Сан-Жоау-да-Боа-Виста - Сату-Маре, с датой отправления 21-08-2023 и датой возвращения 08-09-2023.",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в Сан-Жоау-да-Боа-Виста - Сату-Маре, с датой отправления 21-08-2023 и датой возвращения 08-09-2023.
Ответ: {'departure_city': 'Сан-Жоау-да-Боа-Виста', 'arrival_city': 'Сату-Маре', 'departure_date': '21-08-2023', 'return_date': '08-09-2023'}"
"{'departure_city': 'Хартфорд', 'arrival_city': 'Больцано', 'departure_date': '20-02-2023', 'return_date': '14-03-2023'}"," Я хочу купить билет в авиакомпанию, отправляясь из Хартфорда 20-02-2023 и возвращаясь из Больцано 14-03-2023.",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в авиакомпанию, отправляясь из Хартфорда 20-02-2023 и возвращаясь из Больцано 14-03-2023.
Ответ: {'departure_city': 'Хартфорд', 'arrival_city': 'Больцано', 'departure_date': '20-02-2023', 'return_date': '14-03-2023'}"
"{'departure_city': 'Пайн-Бич', 'arrival_city': 'Вирсен', 'departure_date': '11-03-2024', 'return_date': '08-04-2024'}"," Я живу в Пайн-Биче и хочу купить билет в Вирсен 11-03-2024, а обратно 08-04-2024. Могу ли я получить цену и возможные рейсы?",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я живу в Пайн-Биче и хочу купить билет в Вирсен 11-03-2024, а обратно 08-04-2024. Могу ли я получить цену и возможные рейсы?
Ответ: {'departure_city': 'Пайн-Бич', 'arrival_city': 'Вирсен', 'departure_date': '11-03-2024', 'return_date': '08-04-2024'}"
"{'departure_city': 'Багдад', 'arrival_city': 'Кыштым', 'departure_date': '15-04-2023', 'return_date': ''}"," Я хочу купить билет в Багдад - Кыштым, отправление 15-04-2023. Пожалуйста, помогите мне найти подходящий рейс.",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в Багдад - Кыштым, отправление 15-04-2023. Пожалуйста, помогите мне найти подходящий рейс.
Ответ: {'departure_city': 'Багдад', 'arrival_city': 'Кыштым', 'departure_date': '15-04-2023', 'return_date': ''}"
"{'departure_city': 'Аша', 'arrival_city': 'Нанкин', 'departure_date': '', 'return_date': '28-07-2023'}"," ""Я хочу купить билет в Ашу - Нанкин, дата возвращения 28-07-2023""",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  ""Я хочу купить билет в Ашу - Нанкин, дата возвращения 28-07-2023""
Ответ: {'departure_city': 'Аша', 'arrival_city': 'Нанкин', 'departure_date': '', 'return_date': '28-07-2023'}"
"{'departure_city': 'Ки-Бискейн', 'arrival_city': 'Трехгорный', 'departure_date': '19-02-2024', 'return_date': '11-03-2024'}"," ""Я хочу купить билет в самолет из Ки-Бискейна в Трехгорный. Отправление 19-02-2024, возвращение 11-03-2024.""",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  ""Я хочу купить билет в самолет из Ки-Бискейна в Трехгорный. Отправление 19-02-2024, возвращение 11-03-2024.""
Ответ: {'departure_city': 'Ки-Бискейн', 'arrival_city': 'Трехгорный', 'departure_date': '19-02-2024', 'return_date': '11-03-2024'}"
"{'departure_city': 'Элазиг', 'arrival_city': 'Нарышкино', 'departure_date': '15-06-2024', 'return_date': ''}", Я хочу купить билет из Элазига в Нарышкино 15-го июня 2024 года.,самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет из Элазига в Нарышкино 15-го июня 2024 года.
Ответ: {'departure_city': 'Элазиг', 'arrival_city': 'Нарышкино', 'departure_date': '15-06-2024', 'return_date': ''}"
"{'departure_city': 'Рос-Хилл', 'arrival_city': 'Гранит-Сити', 'departure_date': '', 'return_date': '27-04-2023'}"," ""Здравствуйте, я хочу купить билет в Рос-Хилл - Гранит-Сити в день 27 апреля 2023 года. Пожалуйста, помогите мне с этим.""",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  ""Здравствуйте, я хочу купить билет в Рос-Хилл - Гранит-Сити в день 27 апреля 2023 года. Пожалуйста, помогите мне с этим.""
Ответ: {'departure_city': 'Рос-Хилл', 'arrival_city': 'Гранит-Сити', 'departure_date': '', 'return_date': '27-04-2023'}"
"{'departure_city': 'Газимурский Завод', 'arrival_city': 'Жомбатели', 'departure_date': '28-11-2024', 'return_date': '07-12-2024'}"," Я хочу купить билет на рейс из Газимурского Завода в Жомбатели. Отправление: 28-11-2024, возвращение: 07-12-2024.",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет на рейс из Газимурского Завода в Жомбатели. Отправление: 28-11-2024, возвращение: 07-12-2024.
Ответ: {'departure_city': 'Газимурский Завод', 'arrival_city': 'Жомбатели', 'departure_date': '28-11-2024', 'return_date': '07-12-2024'}"
"{'departure_city': 'Варезе', 'arrival_city': 'Тырговиште', 'departure_date': '14-07-2023', 'return_date': '20-07-2023'}", Я хочу купить билет в период с 14 по 20 июля 2023 года из Варезе в Тырговиште.,самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в период с 14 по 20 июля 2023 года из Варезе в Тырговиште.
Ответ: {'departure_city': 'Варезе', 'arrival_city': 'Тырговиште', 'departure_date': '14-07-2023', 'return_date': '20-07-2023'}"
"{'departure_city': 'Конда', 'arrival_city': 'Ньюштадт-ан-дер-Вейнштрассе', 'departure_date': '', 'return_date': '22-04-2023'}", Я живу в Конде и хочу купить билет в Ньюштадт-ан-дер-Вейнштрассе. Мой возвращение планируется на 22-04-2023.,самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я живу в Конде и хочу купить билет в Ньюштадт-ан-дер-Вейнштрассе. Мой возвращение планируется на 22-04-2023.
Ответ: {'departure_city': 'Конда', 'arrival_city': 'Ньюштадт-ан-дер-Вейнштрассе', 'departure_date': '', 'return_date': '22-04-2023'}"
"{'departure_city': 'Вернонбург', 'arrival_city': 'Ковентри', 'departure_date': '07-03-2024', 'return_date': '02-04-2024'}"," Я хочу купить билет в Вернонбурге и лететь в Ковентри с 07-03-2024 по 02-04-2024. Пожалуйста, сообщите мне цену и возможные рейсы.",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в Вернонбурге и лететь в Ковентри с 07-03-2024 по 02-04-2024. Пожалуйста, сообщите мне цену и возможные рейсы.
Ответ: {'departure_city': 'Вернонбург', 'arrival_city': 'Ковентри', 'departure_date': '07-03-2024', 'return_date': '02-04-2024'}"
"{'departure_city': 'Конин', 'arrival_city': 'Алегрете', 'departure_date': '03-04-2023', 'return_date': '17-04-2023'}", Я хочу купить билет в Конин - Алегрете за период 03-04-2023 по 17-04-2023.,самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в Конин - Алегрете за период 03-04-2023 по 17-04-2023.
Ответ: {'departure_city': 'Конин', 'arrival_city': 'Алегрете', 'departure_date': '03-04-2023', 'return_date': '17-04-2023'}"
"{'departure_city': 'Марсель', 'arrival_city': 'Херефорд', 'departure_date': '23-02-2024', 'return_date': ''}"," ""Здравствуйте, я хочу купить билет из Марселя в Херефорд 23-го февраля 2024 года. Пожалуйста, дайте мне информацию о доступных рейсах и ценах.""",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  ""Здравствуйте, я хочу купить билет из Марселя в Херефорд 23-го февраля 2024 года. Пожалуйста, дайте мне информацию о доступных рейсах и ценах.""
Ответ: {'departure_city': 'Марсель', 'arrival_city': 'Херефорд', 'departure_date': '23-02-2024', 'return_date': ''}"
"{'departure_city': 'Шахты', 'arrival_city': 'Ахалцихе', 'departure_date': '23-04-2024', 'return_date': '05-05-2024'}", Я хочу купить билет в шахты - ахалцихе с датами отправления 23-04-2024 и возвращения 05-05-2024.,самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в шахты - ахалцихе с датами отправления 23-04-2024 и возвращения 05-05-2024.
Ответ: {'departure_city': 'Шахты', 'arrival_city': 'Ахалцихе', 'departure_date': '23-04-2024', 'return_date': '05-05-2024'}"
"{'departure_city': 'Самсун', 'arrival_city': 'Обетс', 'departure_date': '25-11-2024', 'return_date': '18-12-2024'}"," ""Здравствуйте, я хочу купить билет в самолет из Самсуна в Обетс с датой отправления 25-11-2024 и возвращения 18-12-2024. Пожалуйста, дайте мне цену и инструкции по покупке.""",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  ""Здравствуйте, я хочу купить билет в самолет из Самсуна в Обетс с датой отправления 25-11-2024 и возвращения 18-12-2024. Пожалуйста, дайте мне цену и инструкции по покупке.""
Ответ: {'departure_city': 'Самсун', 'arrival_city': 'Обетс', 'departure_date': '25-11-2024', 'return_date': '18-12-2024'}"
"{'departure_city': 'Ист-Проспект', 'arrival_city': 'Браслав', 'departure_date': '25-06-2023', 'return_date': '11-07-2023'}"," ""Здравствуйте, я хочу купить билет на рейс из Ист-Проспекта в Браслав с датой отправления 25-06-2023 и возвращения 11-07-2023. Пожалуйста, укажите мне цену и места, которые доступны для зарезервирования.""",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  ""Здравствуйте, я хочу купить билет на рейс из Ист-Проспекта в Браслав с датой отправления 25-06-2023 и возвращения 11-07-2023. Пожалуйста, укажите мне цену и места, которые доступны для зарезервирования.""
Ответ: {'departure_city': 'Ист-Проспект', 'arrival_city': 'Браслав', 'departure_date': '25-06-2023', 'return_date': '11-07-2023'}"
"{'departure_city': 'Шизуока', 'arrival_city': 'Сырьдарья', 'departure_date': '13-08-2023', 'return_date': '24-08-2023'}", Я живу в Шизуоке и хочу купить билет в Сырьдарью с 13 по 24 августа 2023 года. Можете мне помочь с поиском подходящих рейсов?,самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я живу в Шизуоке и хочу купить билет в Сырьдарью с 13 по 24 августа 2023 года. Можете мне помочь с поиском подходящих рейсов?
Ответ: {'departure_city': 'Шизуока', 'arrival_city': 'Сырьдарья', 'departure_date': '13-08-2023', 'return_date': '24-08-2023'}"
"{'departure_city': 'Браунсвилл', 'arrival_city': 'Пльзень', 'departure_date': '', 'return_date': '10-08-2024'}"," Я хочу купить билет в Браунсвилле и лететь в Пльзень 10 августа 2024 года. Пожалуйста, помогите мне найти подходящий рейс.",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в Браунсвилле и лететь в Пльзень 10 августа 2024 года. Пожалуйста, помогите мне найти подходящий рейс.
Ответ: {'departure_city': 'Браунсвилл', 'arrival_city': 'Пльзень', 'departure_date': '', 'return_date': '10-08-2024'}"
"{'departure_city': 'Бологое', 'arrival_city': 'Яворов', 'departure_date': '06-11-2023', 'return_date': '11-11-2023'}", Я хочу купить билет в Бологое - Яворов 06-11-2023 - 11-11-2023.,самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в Бологое - Яворов 06-11-2023 - 11-11-2023.
Ответ: {'departure_city': 'Бологое', 'arrival_city': 'Яворов', 'departure_date': '06-11-2023', 'return_date': '11-11-2023'}"
"{'departure_city': 'Форест Хомес', 'arrival_city': 'Хорол', 'departure_date': '', 'return_date': '26-11-2023'}"," ""Я хочу купить билет из Форест Хомеса в Хорол 26-11-2023""",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  ""Я хочу купить билет из Форест Хомеса в Хорол 26-11-2023""
Ответ: {'departure_city': 'Форест Хомес', 'arrival_city': 'Хорол', 'departure_date': '', 'return_date': '26-11-2023'}"
"{'departure_city': 'Миллбрук', 'arrival_city': 'Гданьск', 'departure_date': '16-04-2024', 'return_date': '24-04-2024'}"," ""Я хочу купить билет в Миллбруке (США) в Гданьск (Польша) с 16 по 24 апреля 2024 года.""",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  ""Я хочу купить билет в Миллбруке (США) в Гданьск (Польша) с 16 по 24 апреля 2024 года.""
Ответ: {'departure_city': 'Миллбрук', 'arrival_city': 'Гданьск', 'departure_date': '16-04-2024', 'return_date': '24-04-2024'}"
"{'departure_city': 'Шимога', 'arrival_city': 'Ленск', 'departure_date': '05-03-2023', 'return_date': ''}"," Я хочу купить билет в Шимогу, где я сейчас живу, и лететь в Ленск 05-03-2023 года. Пожалуйста, помоги мне найти доступный билет.",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в Шимогу, где я сейчас живу, и лететь в Ленск 05-03-2023 года. Пожалуйста, помоги мне найти доступный билет.
Ответ: {'departure_city': 'Шимога', 'arrival_city': 'Ленск', 'departure_date': '05-03-2023', 'return_date': ''}"
"{'departure_city': 'Нафталан', 'arrival_city': 'Михайлов', 'departure_date': '06-03-2024', 'return_date': '21-03-2024'}"," Я хочу купить билет в направлении Михайлов - Нафталан, с датами отправления 06-03-2024 и возвращения 21-03-2024.",самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в направлении Михайлов - Нафталан, с датами отправления 06-03-2024 и возвращения 21-03-2024.
Ответ: {'departure_city': 'Нафталан', 'arrival_city': 'Михайлов', 'departure_date': '06-03-2024', 'return_date': '21-03-2024'}"
"{'departure_city': 'Сан-Луис-Обиспо', 'arrival_city': 'Бхусавал', 'departure_date': '18-06-2024', 'return_date': '20-06-2024'}", Я хочу купить билет в Сан-Луис-Обиспо - Бхусавал в период с 18 по 20 июня 2024 года.,самолет,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - departure_city
        Описание: город отправления на самолете.
        Тип данных: str
    - arrival_city
        Описание: город прибытия на самолете.
        Тип данных: str
    - departure_date
        Описание: дата отправления из города отправления.
        Тип данных: date в формате day-month-year 
    - return_date
        Описание: дата возвращения из города прибытия.
        Тип данных:  date в формате day-month-year

Начинай!

Текст:  Я хочу купить билет в Сан-Луис-Обиспо - Бхусавал в период с 18 по 20 июня 2024 года.
Ответ: {'departure_city': 'Сан-Луис-Обиспо', 'arrival_city': 'Бхусавал', 'departure_date': '18-06-2024', 'return_date': '20-06-2024'}"
